Recency,Frequency,Monetary,Cluster,Customer_ID
792,2,1048,3,1260
749,4,3522,3,1261
82,7,2348,1,1262
493,5,5947,4,1263
314,5,2443,4,1264
35,7,4610,1,1265
124,9,5458,2,1266
252,3,1994,0,1267
14,8,7254,2,1268
24,5,2840,1,1269
478,4,1629,4,1270
713,3,1562,3,1271
40,13,13025,2,1272
85,4,3108,0,1273
334,4,3266,4,1274
236,9,7984,2,1275
217,6,3420,1,1276
21,5,4857,1,1277
26,4,3166,0,1278
478,2,1425,3,1279
109,2,1310,0,1280
28,7,7885,2,1281
667,3,1275,3,1282
157,11,8793,2,1283
124,4,1656,0,1284
59,1,410,0,1285
198,5,4704,1,1286
19,7,2366,1,1287
95,3,3654,0,1288
24,5,5412,1,1289
128,6,4064,1,1290
445,5,4206,4,1291
601,6,4153,4,1292
9,5,3322,1,1293
237,4,2823,0,1294
236,6,2161,1,1295
100,4,4143,1,1296
129,2,822,0,1297
275,7,4919,1,1298
177,3,2647,0,1299
379,6,2318,4,1300
103,10,7498,2,1301
410,6,3545,4,1302
77,6,4170,1,1303
92,2,2572,0,1304
641,3,577,3,1305
1053,2,2122,3,1306
339,6,3416,4,1307
207,2,557,0,1308
74,7,3191,1,1309
301,5,5972,1,1310
344,6,6482,1,1311
624,6,2080,4,1312
85,5,4751,1,1313
450,5,2246,4,1314
108,5,4021,1,1315
221,4,1008,0,1316
63,4,2742,0,1317
1201,1,1944,3,1318
151,8,6846,2,1319
1187,2,610,3,1320
259,6,4893,1,1321
1131,1,1910,3,1322
318,4,566,0,1323
67,4,2292,0,1324
16,4,3624,0,1325
241,6,6010,1,1326
67,3,2684,0,1327
193,2,502,0,1328
257,3,2607,0,1329
204,5,2826,0,1330
141,6,3548,1,1331
60,4,2360,0,1332
88,5,6432,1,1333
159,7,6484,2,1334
540,4,2075,4,1335
126,5,1059,0,1336
138,9,6748,2,1337
223,3,2452,0,1338
361,5,6757,4,1339
611,5,3154,4,1340
133,5,1302,0,1341
133,7,6002,1,1342
249,7,4550,1,1343
24,1,268,0,1344
335,4,3438,4,1345
449,5,3765,4,1346
55,5,3873,1,1347
428,3,782,0,1348
172,8,4386,1,1349
309,4,1762,0,1350
405,3,1471,0,1351
98,4,2069,0,1352
99,5,3051,1,1353
597,5,4490,4,1354
20,8,6953,2,1355
384,3,4132,4,1356
507,4,4388,4,1357
127,8,4085,1,1358
253,5,4997,1,1359
6,4,3518,0,1360
184,7,5216,1,1361
85,10,8926,2,1362
95,5,3132,1,1363
14,8,8363,2,1364
595,3,834,3,1365
27,3,2411,0,1366
1010,1,1676,3,1367
40,3,2306,0,1368
418,3,1770,0,1369
584,7,4058,4,1370
790,3,3220,3,1371
51,10,7757,2,1372
365,5,4100,4,1373
686,2,1458,3,1374
105,4,3797,0,1375
595,4,4997,4,1376
374,3,850,0,1377
184,10,7203,2,1378
19,9,4627,2,1379
181,4,4438,1,1380
64,6,6470,1,1381
324,4,2662,0,1382
685,3,2979,3,1383
305,5,4449,4,1384
121,9,6969,2,1385
5,4,1832,0,1386
1078,1,762,3,1387
453,1,228,3,1388
181,7,5618,1,1389
89,11,8276,2,1390
139,9,3281,1,1391
426,5,1840,4,1392
552,4,5213,4,1393
114,6,5116,1,1394
426,8,5919,2,1395
153,4,2302,0,1396
12,7,3437,1,1397
990,3,609,3,1398
123,12,7017,2,1399
2,8,9593,2,1400
569,3,1875,3,1401
419,3,2089,0,1402
408,5,4542,4,1403
172,1,1065,0,1404
114,5,3448,1,1405
144,6,3655,1,1406
65,7,4547,1,1407
14,3,4004,0,1408
10,6,6795,1,1409
797,3,1678,3,1410
157,6,3652,1,1411
3,8,5882,2,1412
222,5,4014,1,1413
939,1,567,3,1414
133,3,1257,0,1415
12,11,10807,2,1416
272,4,3255,0,1417
460,2,1094,3,1418
156,3,3107,0,1419
977,3,1867,3,1420
6,8,4336,1,1421
302,9,9138,2,1422
63,6,2559,1,1423
321,6,4387,1,1424
821,4,3054,3,1425
188,6,5192,1,1426
90,9,8833,2,1427
225,5,3457,1,1428
79,7,5229,1,1429
296,10,5774,2,1430
162,2,3112,0,1431
923,1,714,3,1432
504,2,1694,3,1433
47,6,4603,1,1434
506,1,260,3,1435
77,5,4209,1,1436
195,5,5016,1,1437
99,7,6823,2,1438
717,2,534,3,1439
163,5,2798,0,1440
461,5,3244,4,1441
692,6,3303,4,1442
11,7,8334,2,1443
256,8,7895,2,1444
242,3,2665,0,1445
252,5,2436,0,1446
156,3,1390,0,1447
91,3,2921,0,1448
718,2,591,3,1449
175,9,7676,2,1450
338,4,2253,0,1451
287,1,117,0,1452
147,8,6976,2,1453
303,4,3199,0,1454
297,2,2816,0,1455
55,7,6203,2,1456
43,3,1863,0,1457
40,4,2752,0,1458
875,1,1504,3,1459
573,4,3722,4,1460
268,3,2502,0,1461
256,6,2749,1,1462
164,5,5468,1,1463
159,5,4613,1,1464
12,9,8782,2,1465
288,4,3741,4,1466
47,9,6340,2,1467
284,3,2849,0,1468
440,6,4426,4,1469
47,5,6024,1,1470
642,5,3408,4,1471
497,2,778,3,1472
102,8,5384,2,1473
61,5,5234,1,1474
241,1,1068,0,1475
419,2,1413,0,1476
53,4,2077,0,1477
5,7,4721,1,1478
6,4,2448,0,1479
593,1,258,3,1480
248,7,6911,2,1481
477,4,1421,4,1482
134,3,1302,0,1483
40,5,3708,1,1484
25,3,2985,0,1485
149,8,5983,2,1486
19,5,2080,0,1487
139,8,4176,1,1488
324,5,4300,4,1489
308,3,2007,0,1490
26,9,10487,2,1491
561,2,3497,3,1492
150,3,2668,0,1493
750,2,1005,3,1494
319,4,1720,0,1495
27,6,5223,1,1496
216,1,216,0,1497
509,2,933,3,1498
140,6,6200,1,1499
220,5,3670,1,1500
233,5,3405,1,1501
222,6,3632,1,1502
46,5,3775,1,1503
160,5,5485,1,1504
3,5,3398,1,1505
213,4,1864,0,1506
138,3,1839,0,1507
311,8,6772,2,1508
13,10,6698,2,1509
994,2,1818,3,1510
179,6,3119,1,1511
205,5,2570,0,1512
835,3,3885,3,1513
99,9,9295,2,1514
312,5,6151,1,1515
195,12,9048,2,1516
124,4,3073,0,1517
53,4,1906,0,1518
51,6,6267,1,1519
218,7,3862,1,1520
541,2,3115,3,1521
36,3,2936,0,1522
655,4,3255,4,1523
161,4,1662,0,1524
251,1,216,0,1525
2,8,4109,1,1526
69,6,3346,1,1527
193,5,2551,0,1528
267,6,3345,1,1529
113,5,3633,1,1530
460,7,3999,4,1531
93,5,1653,0,1532
58,8,5393,2,1533
237,5,2372,0,1534
75,6,4575,1,1535
603,1,392,3,1536
333,4,3317,4,1537
539,6,2855,4,1538
95,5,6353,1,1539
8,6,6215,1,1540
163,4,3998,1,1541
335,3,982,0,1542
1100,3,3124,3,1543
551,4,2722,4,1544
538,4,3302,4,1545
256,4,3130,0,1546
47,4,2540,0,1547
42,6,3270,1,1548
245,9,5622,2,1549
611,4,4949,4,1550
370,4,1446,0,1551
217,9,6835,2,1552
75,5,2840,1,1553
505,3,2325,4,1554
123,4,4174,1,1555
405,5,6820,4,1556
26,11,8330,2,1557
32,2,3162,0,1558
229,7,5015,1,1559
331,3,1832,0,1560
188,7,5451,1,1561
46,3,1022,0,1562
79,4,5275,1,1563
106,7,5632,1,1564
114,5,3742,1,1565
121,4,2139,0,1566
133,7,6130,2,1567
352,2,2182,0,1568
175,2,1052,0,1569
310,3,1188,0,1570
327,4,4215,4,1571
494,2,1207,3,1572
776,4,2644,3,1573
139,10,7824,2,1574
60,6,5736,1,1575
54,3,4510,0,1576
213,5,2772,0,1577
188,8,6283,2,1578
435,3,4296,4,1579
93,3,663,0,1580
189,2,605,0,1581
192,8,6179,2,1582
198,7,4494,1,1583
209,9,6047,2,1584
313,6,3149,4,1585
825,6,6011,4,1586
569,2,1445,3,1587
407,4,2515,4,1588
48,8,8247,2,1589
295,6,6508,1,1590
184,2,1949,0,1591
54,5,5628,1,1592
699,4,1421,3,1593
18,6,6487,1,1594
81,8,7423,2,1595
20,5,3835,1,1596
385,6,4419,4,1597
312,6,5576,1,1598
149,9,5015,2,1599
822,3,1418,3,1600
84,6,4600,1,1601
271,2,357,0,1602
72,4,4514,1,1603
35,5,5680,1,1604
45,5,5923,1,1605
833,4,3033,3,1606
11,7,3044,1,1607
178,5,1409,0,1608
56,5,4694,1,1609
10,3,1394,0,1610
428,5,3479,4,1611
468,6,2668,4,1612
207,6,3675,1,1613
3,6,6254,1,1614
16,2,2835,0,1615
196,4,2064,0,1616
515,1,1625,3,1617
217,3,3092,0,1618
184,6,5045,1,1619
342,4,4359,4,1620
98,7,4282,1,1621
111,5,3144,1,1622
570,2,1590,3,1623
306,3,2725,0,1624
59,5,5065,1,1625
86,7,8528,2,1626
291,5,4268,4,1627
129,3,2422,0,1628
123,6,5433,1,1629
85,3,1586,0,1630
75,8,8360,2,1631
341,5,4336,4,1632
95,4,5533,1,1633
65,9,10895,2,1634
1,9,5045,2,1635
299,4,3603,4,1636
301,8,5182,2,1637
10,9,9269,2,1638
309,2,1682,0,1639
293,6,8015,2,1640
277,4,2738,0,1641
216,4,3342,0,1642
31,3,766,0,1643
603,5,4183,4,1644
242,7,5191,1,1645
176,6,3422,1,1646
89,5,4868,1,1647
103,5,6504,1,1648
187,4,4516,1,1649
53,8,8396,2,1650
181,5,5151,1,1651
159,1,765,0,1652
523,4,3038,4,1653
11,6,4165,1,1654
1068,4,1925,3,1655
163,6,5994,1,1656
44,9,9403,2,1657
80,5,3942,1,1658
65,2,2121,0,1659
202,3,2273,0,1660
153,3,1638,0,1661
387,6,3893,4,1662
196,6,4245,1,1663
190,6,3633,1,1664
564,5,3724,4,1665
125,9,2803,1,1666
405,4,2675,4,1667
12,7,4382,1,1668
45,2,3645,0,1669
42,5,3431,1,1670
262,5,6451,1,1671
248,7,5807,1,1672
65,8,7152,2,1673
219,7,6228,2,1674
552,3,2356,3,1675
83,4,1638,0,1676
356,5,2195,4,1677
176,7,3495,1,1678
769,5,3962,4,1679
567,2,1124,3,1680
53,4,2387,0,1681
276,11,8088,2,1682
204,3,966,0,1683
207,4,2359,0,1684
51,4,5026,1,1685
77,6,3911,1,1686
108,5,3581,1,1687
408,6,3873,4,1688
171,5,4887,1,1689
198,6,6592,1,1690
20,3,2180,0,1691
34,4,2372,0,1692
15,7,3673,1,1693
177,8,5392,2,1694
289,2,2032,0,1695
185,7,7832,2,1696
70,5,4142,1,1697
557,3,3424,4,1698
691,6,7360,4,1699
284,4,1706,0,1700
29,4,3776,1,1701
4,4,2380,0,1702
48,5,1860,0,1703
330,3,3557,0,1704
91,5,3615,1,1705
753,2,490,3,1706
79,7,10302,2,1707
58,6,3528,1,1708
96,5,3630,1,1709
59,4,5106,1,1710
126,5,4642,1,1711
173,5,3485,1,1712
26,3,1161,0,1713
431,5,4792,4,1714
168,6,6294,1,1715
63,7,6876,2,1716
122,6,5590,1,1717
153,9,6791,2,1718
17,4,1977,0,1719
439,8,6062,2,1720
459,4,3401,4,1721
535,6,1827,4,1722
337,4,2176,0,1723
80,5,5000,1,1724
122,2,531,0,1725
799,3,2548,3,1726
293,5,1265,0,1727
88,8,6738,2,1728
196,5,3361,1,1729
185,9,9752,2,1730
36,5,3339,1,1731
93,5,2631,0,1732
905,2,2320,3,1733
39,5,4077,1,1734
126,4,1761,0,1735
1169,1,918,3,1736
29,6,2905,1,1737
279,9,4696,2,1738
294,5,5766,1,1739
318,2,707,0,1740
206,6,3929,1,1741
533,2,2220,3,1742
363,7,8982,2,1743
521,3,1838,3,1744
79,7,7661,2,1745
188,8,5648,2,1746
469,7,7134,2,1747
792,3,2546,3,1748
595,3,1727,3,1749
174,5,5145,1,1750
109,6,4005,1,1751
134,10,4579,2,1752
318,6,1915,4,1753
293,3,884,0,1754
765,7,4702,4,1755
165,5,3950,1,1756
135,7,5692,1,1757
24,3,2492,0,1758
328,5,4969,4,1759
1340,1,164,3,1760
64,3,2757,0,1761
237,3,1704,0,1762
97,2,1973,0,1763
431,4,3396,4,1764
212,9,6716,2,1765
6,8,5224,1,1766
112,2,1680,0,1767
409,3,2263,0,1768
111,7,4233,1,1769
411,5,5430,4,1770
63,9,7471,2,1771
117,7,5567,1,1772
1180,4,3408,3,1773
197,5,2874,0,1774
196,7,7573,2,1775
830,4,4089,3,1776
3,7,6032,1,1777
757,3,3402,3,1778
99,3,1978,0,1779
16,6,3056,1,1780
73,3,2584,0,1781
245,7,5399,1,1782
206,4,1150,0,1783
414,3,2780,0,1784
202,3,3941,0,1785
64,9,9877,2,1786
217,4,2710,0,1787
163,4,5719,1,1788
81,7,4082,1,1789
362,3,1184,0,1790
882,4,1957,3,1791
90,7,4221,1,1792
10,5,4282,1,1793
45,7,5823,1,1794
23,3,2583,0,1795
94,5,3576,1,1796
62,2,2360,0,1797
292,4,3304,0,1798
530,3,784,3,1799
307,5,3595,4,1800
174,5,4279,1,1801
99,6,3337,1,1802
137,8,7311,2,1803
148,7,4073,1,1804
57,5,2835,1,1805
95,4,3886,1,1806
128,5,5415,1,1807
292,7,4439,1,1808
24,3,2005,0,1809
49,4,1464,0,1810
383,4,2417,4,1811
108,5,4164,1,1812
55,10,7034,2,1813
85,7,3817,1,1814
6,6,4711,1,1815
893,3,2988,3,1816
84,4,1621,0,1817
442,4,2153,4,1818
276,3,3011,0,1819
315,5,2689,4,1820
1,3,2013,0,1821
114,5,1978,0,1822
78,3,3582,0,1823
63,6,3286,1,1824
97,6,4459,1,1825
250,3,2188,0,1826
140,6,6424,1,1827
161,5,5895,1,1828
150,7,5717,1,1829
159,8,10190,2,1830
472,4,4441,4,1831
49,8,5704,2,1832
45,5,3454,1,1833
390,3,3533,4,1834
16,7,3973,1,1835
157,2,678,0,1836
187,3,3024,0,1837
371,3,4393,4,1838
284,3,3154,0,1839
657,2,1210,3,1840
44,6,3279,1,1841
184,6,4508,1,1842
835,5,5239,4,1843
129,5,2969,1,1844
361,4,3643,4,1845
298,5,3197,4,1846
315,1,93,0,1847
39,5,4856,1,1848
284,7,7035,2,1849
73,8,6892,2,1850
61,10,7801,2,1851
304,5,2788,4,1852
214,8,4658,1,1853
93,6,4052,1,1854
64,5,4593,1,1855
134,2,3259,0,1856
144,5,3912,1,1857
370,7,4169,4,1858
89,6,2907,1,1859
148,4,2394,0,1860
560,3,2703,3,1862
483,5,5822,4,1863
24,2,384,0,1864
243,6,5436,1,1865
463,3,2274,4,1866
185,8,6105,2,1867
186,3,2067,0,1868
25,9,4761,2,1869
166,8,7612,2,1870
313,5,4677,4,1871
143,9,6361,2,1872
349,7,3374,4,1873
103,4,2847,0,1874
584,6,4039,4,1875
177,6,6796,1,1876
103,5,3812,1,1877
101,9,9590,2,1878
486,4,912,0,1879
31,8,4965,1,1880
112,9,8129,2,1881
339,2,1671,0,1882
1167,1,1149,3,1883
301,5,3299,4,1884
1069,1,1684,3,1885
65,4,4298,1,1886
167,1,1500,0,1887
70,8,6942,2,1888
287,7,5599,1,1889
249,5,5023,1,1890
82,8,8061,2,1891
35,5,1085,0,1892
607,4,3079,4,1893
68,10,6162,2,1894
29,5,4204,1,1895
496,4,1557,4,1896
633,3,4815,4,1897
6,4,4053,1,1898
225,8,5464,2,1899
517,3,2773,4,1900
19,3,1511,0,1901
529,5,2781,4,1902
71,3,2187,0,1903
1,6,3560,1,1904
10,6,3886,1,1905
66,7,5516,1,1906
59,8,6103,2,1907
28,2,800,0,1908
287,5,5742,1,1909
308,4,3275,0,1910
364,3,1869,0,1911
133,6,3366,1,1912
590,8,5621,4,1913
161,4,2426,0,1914
552,4,3369,4,1915
246,5,4430,1,1916
1075,3,2258,3,1917
738,2,2650,3,1918
51,5,4023,1,1919
425,2,1214,0,1920
248,9,8196,2,1921
566,6,4922,4,1922
415,2,1960,0,1923
899,3,2186,3,1924
111,4,3468,0,1925
376,2,2364,0,1926
670,1,604,3,1927
918,5,6734,4,1928
200,7,6374,2,1929
147,6,2494,1,1930
32,4,3931,1,1931
126,6,6205,1,1932
159,7,4733,1,1933
508,3,2826,4,1934
468,3,5745,4,1935
163,8,6985,2,1936
96,8,7804,2,1937
39,6,4244,1,1938
664,5,3452,4,1939
248,5,3776,1,1940
58,7,5282,1,1941
69,5,3350,1,1942
376,5,2725,4,1943
246,5,2478,0,1944
394,3,3317,4,1945
138,9,7219,2,1946
42,4,4471,1,1947
675,5,3270,4,1948
250,5,4234,1,1949
487,4,1042,0,1950
462,4,2430,4,1951
135,4,5640,1,1952
184,6,4198,1,1953
56,4,5313,1,1954
840,2,1822,3,1955
61,8,7081,2,1956
46,4,3026,0,1957
49,9,8092,2,1958
189,5,3168,1,1959
311,6,3866,1,1960
96,5,3799,1,1961
84,12,7926,2,1962
992,2,2882,3,1963
70,6,4221,1,1964
613,2,949,3,1965
120,10,5547,2,1966
614,4,2703,4,1967
579,6,4649,4,1968
254,7,6036,2,1969
1178,2,2526,3,1970
166,4,1724,0,1971
25,9,8954,2,1972
305,4,1786,0,1973
10,11,3924,2,1974
252,7,5639,1,1975
140,5,3752,1,1976
152,3,2316,0,1977
282,5,4748,1,1978
35,6,6407,1,1979
24,5,4491,1,1980
521,2,4110,4,1981
702,5,2915,4,1982
608,4,1488,3,1983
432,3,1576,0,1984
811,3,1264,3,1985
20,6,3667,1,1986
475,2,1878,3,1987
24,4,5245,1,1988
598,4,3106,4,1989
204,7,4283,1,1990
411,3,1239,0,1991
431,3,2953,4,1992
647,4,1668,3,1993
20,8,6880,2,1994
1039,2,1762,3,1995
557,5,4557,4,1996
354,6,7366,2,1997
48,7,3269,1,1998
86,6,5064,1,1999
414,5,5246,4,2000
4,8,4048,1,2001
149,10,11032,2,2002
241,8,7802,2,2003
1045,3,824,3,2004
294,5,3716,4,2005
285,4,1500,0,2006
97,7,5400,1,2007
425,5,3003,4,2008
233,4,1891,0,2009
144,3,633,0,2010
40,4,1939,0,2011
219,1,459,0,2012
532,5,4165,4,2013
287,6,2372,4,2014
29,5,1863,0,2015
82,5,5757,1,2016
466,5,4915,4,2017
344,3,451,0,2018
266,5,4232,1,2019
24,10,7600,2,2020
296,9,5572,2,2021
271,3,1066,0,2022
64,2,808,0,2023
63,5,2685,0,2024
247,8,7276,2,2025
648,4,1628,3,2026
462,5,4396,4,2027
139,7,3823,1,2028
204,8,6547,2,2029
388,3,2849,0,2030
96,8,6514,2,2031
58,9,4084,1,2032
268,7,4449,1,2033
598,4,2295,4,2034
187,10,6471,2,2035
508,4,3303,4,2036
1,4,1649,0,2037
325,5,4073,4,2038
1228,2,2261,3,2039
296,4,2835,0,2040
39,7,5394,1,2041
269,5,1490,0,2042
478,3,3610,4,2043
15,9,4536,2,2044
3,5,3177,1,2045
153,5,3358,1,2046
112,6,6428,1,2047
422,2,444,0,2048
154,8,5628,2,2049
123,4,4389,1,2050
92,10,9355,2,2051
642,3,1334,3,2052
80,3,2861,0,2053
640,6,3676,4,2054
651,1,216,3,2055
226,5,2796,0,2056
205,8,4467,1,2057
139,5,2107,0,2058
48,4,1986,0,2059
4,6,5308,1,2060
78,2,1216,0,2061
120,6,2975,1,2062
53,5,3323,1,2063
57,5,3086,1,2064
750,3,2366,3,2065
214,8,8446,2,2066
286,4,2487,0,2067
200,7,7528,2,2068
27,8,9750,2,2069
375,8,6068,2,2070
200,4,4620,1,2071
220,5,1180,0,2072
173,1,336,0,2073
601,5,6100,4,2074
187,3,3010,0,2075
80,8,8561,2,2076
130,7,3879,1,2077
72,11,9705,2,2078
108,3,1138,0,2079
171,4,4985,1,2080
7,6,3440,1,2081
474,6,4069,4,2082
589,3,1646,3,2083
167,3,1803,0,2084
123,5,3723,1,2085
104,4,4287,1,2086
76,8,4009,1,2087
16,5,3909,1,2088
730,3,1615,3,2089
54,6,8198,2,2090
30,4,1958,0,2091
708,4,3040,3,2092
217,6,5240,1,2093
274,3,518,0,2094
556,2,560,3,2095
283,8,6906,2,2096
71,5,4318,1,2097
12,4,2851,0,2098
215,3,1990,0,2099
55,8,4798,1,2100
41,6,4074,1,2101
185,4,4021,1,2102
149,5,3937,1,2103
647,3,3089,3,2104
19,7,5622,1,2105
767,2,1804,3,2106
48,11,10074,2,2107
683,6,3178,4,2108
356,3,3264,0,2109
916,1,420,3,2110
252,8,6962,2,2111
461,5,2772,4,2112
268,4,1958,0,2113
142,7,6463,2,2114
325,6,4800,1,2115
71,6,4192,1,2116
182,6,3476,1,2117
46,2,2203,0,2118
264,3,702,0,2119
241,8,6744,2,2120
239,6,6031,1,2121
131,4,4668,1,2122
402,6,4479,4,2123
429,3,1808,0,2124
284,4,3019,0,2125
60,3,1987,0,2126
208,2,1252,0,2127
41,8,5907,2,2128
690,3,3002,3,2129
352,4,1588,0,2130
371,4,1879,0,2131
174,5,4912,1,2132
77,7,8009,2,2133
507,5,3936,4,2134
104,3,3773,0,2135
62,5,3542,1,2136
777,5,4349,4,2137
163,7,4650,1,2138
43,3,2429,0,2139
181,7,6462,2,2140
121,6,5772,1,2141
36,3,2531,0,2142
26,8,5296,2,2143
179,7,6029,2,2144
7,7,5976,1,2145
86,7,7284,2,2146
1181,1,254,3,2147
131,9,6455,2,2148
79,7,2582,1,2149
595,1,1588,3,2150
265,6,3414,1,2151
43,7,5359,1,2152
213,5,2798,0,2153
239,3,4480,0,2154
57,8,2554,1,2155
191,7,5318,1,2156
6,10,8303,2,2157
224,5,2655,0,2158
134,6,5505,1,2159
89,5,3480,1,2160
156,9,6713,2,2161
583,7,8673,2,2162
53,4,4884,1,2163
410,3,906,0,2164
567,2,481,3,2165
112,6,6112,1,2166
641,3,1460,3,2167
333,5,3015,4,2168
174,5,5394,1,2169
25,6,3602,1,2170
29,6,2567,1,2171
74,7,5803,1,2172
105,6,5262,1,2173
35,4,1539,0,2174
367,3,3967,4,2175
199,7,5611,1,2176
24,9,8201,2,2177
95,6,5641,1,2178
3,5,2827,1,2179
285,9,8809,2,2180
248,4,4061,4,2181
148,3,3317,0,2182
610,5,3316,4,2183
149,8,4798,1,2184
113,4,2761,0,2185
121,5,2670,0,2186
22,4,2499,0,2187
210,3,1231,0,2188
68,5,4372,1,2189
333,5,5356,4,2190
29,10,6466,2,2191
892,3,859,3,2192
278,3,3312,0,2193
989,4,1411,3,2194
187,4,3981,1,2195
155,6,6306,1,2196
558,3,2407,3,2197
272,6,5587,1,2198
876,3,3712,3,2199
74,7,4911,1,2200
165,3,2353,0,2201
68,7,3905,1,2202
871,2,1533,3,2203
35,6,6262,1,2204
308,6,2912,4,2205
197,10,8110,2,2206
88,6,4135,1,2207
3,9,4270,1,2208
19,6,4470,1,2209
415,1,1173,0,2210
200,3,4247,0,2211
410,7,4365,4,2212
9,9,8103,2,2213
2,5,5161,1,2214
297,5,5816,1,2215
183,2,2157,0,2216
187,4,3104,0,2217
135,5,5472,1,2218
922,1,67,3,2219
5,4,3527,0,2220
461,2,624,3,2221
31,7,7515,2,2222
67,8,5880,2,2223
69,4,5122,1,2224
111,8,4572,1,2225
999,5,4496,3,2226
242,4,3810,0,2227
57,1,925,0,2228
199,3,1930,0,2229
145,6,3871,1,2230
174,5,3903,1,2231
449,3,2800,4,2232
287,7,3798,1,2233
275,3,3815,0,2234
254,7,6243,2,2235
23,10,9817,2,2236
313,3,1928,0,2237
331,5,3646,4,2238
128,6,4400,1,2239
99,1,1085,0,2240
50,7,5704,1,2241
734,3,2818,3,2242
670,3,1722,3,2243
225,6,4683,1,2244
488,4,2418,4,2245
237,9,7209,2,2246
5,6,2872,1,2247
95,3,2126,0,2248
575,4,3565,4,2249
160,3,1568,0,2250
206,6,6659,1,2251
414,5,6109,4,2252
281,5,2092,0,2253
314,3,979,0,2254
85,7,5909,1,2255
121,3,2695,0,2256
514,3,2597,4,2257
17,5,3946,1,2258
45,7,5398,1,2259
161,2,728,0,2260
428,3,1602,0,2261
162,6,5306,1,2262
190,6,3512,1,2263
210,4,2156,0,2264
1287,1,1248,3,2265
108,4,2906,0,2266
339,3,2521,0,2267
632,3,3018,3,2268
200,4,2388,0,2269
375,4,2310,0,2270
7,7,6495,2,2271
305,4,3727,4,2272
419,3,2098,0,2273
432,2,366,0,2274
359,7,7228,2,2275
262,2,1420,0,2276
79,5,2609,0,2277
59,8,3973,1,2278
1,5,5539,1,2279
592,4,3213,4,2280
145,3,2074,0,2281
96,4,4147,1,2282
484,5,2652,4,2283
25,4,3839,1,2284
38,2,3232,0,2285
29,6,4291,1,2286
43,8,5574,2,2287
513,3,1203,3,2288
15,6,6118,1,2289
48,4,4240,1,2290
84,5,2938,1,2291
266,7,4691,1,2292
159,5,3368,1,2293
41,7,5620,1,2294
462,3,3412,4,2295
171,6,2314,1,2296
281,8,5203,2,2297
292,9,6160,2,2298
69,5,6379,1,2299
58,4,3413,0,2300
120,2,1175,0,2301
25,6,4408,1,2302
229,5,2260,0,2303
15,7,5436,1,2304
278,8,2886,1,2305
390,5,2960,4,2306
117,7,5680,1,2307
346,5,4601,4,2308
266,2,1816,0,2309
489,1,351,3,2310
177,3,1695,0,2311
23,4,6650,1,2312
648,3,2278,3,2313
87,5,5014,1,2314
12,5,3109,1,2315
13,4,2475,0,2316
235,6,2556,1,2317
466,3,1676,0,2318
642,4,2412,3,2319
346,7,4013,1,2320
433,4,3929,4,2321
539,2,2754,3,2322
867,1,1896,3,2323
74,6,3440,1,2324
90,5,4688,1,2325
11,7,2876,1,2326
206,3,2747,0,2327
313,9,5793,2,2328
22,2,2859,0,2329
364,4,4061,4,2330
105,5,1689,0,2331
16,4,3373,0,2332
50,6,5897,1,2333
140,3,4361,0,2334
328,12,7806,2,2335
104,6,3532,1,2336
271,4,4102,4,2337
12,6,4175,1,2338
213,6,5814,1,2339
115,5,2833,1,2340
383,1,588,0,2341
275,5,5181,1,2342
376,5,2357,4,2343
506,3,1318,3,2344
88,5,2753,1,2345
43,10,4866,2,2346
44,2,437,0,2347
80,4,3321,0,2348
60,9,8556,2,2349
16,2,544,0,2350
117,6,4750,1,2351
36,8,1851,1,2352
116,3,1848,0,2353
373,2,1476,0,2354
169,5,3077,1,2355
61,6,4399,1,2356
6,7,3501,1,2357
233,5,3132,1,2358
139,7,2395,1,2359
142,6,4810,1,2360
520,1,1284,3,2361
93,6,2822,1,2362
386,3,3754,4,2363
945,4,3761,3,2364
1134,1,632,3,2365
304,6,4203,1,2366
435,5,5624,4,2367
900,2,1082,3,2368
277,8,7042,2,2369
81,4,3230,0,2370
1,2,2303,0,2371
32,4,2541,0,2372
305,6,4053,1,2373
39,5,3770,1,2374
329,5,4602,4,2375
267,4,1307,0,2376
138,8,6163,2,2377
753,6,4850,4,2378
145,3,2147,0,2379
18,7,6729,2,2380
3,8,4172,1,2381
155,7,6060,2,2382
182,3,3236,0,2383
18,7,6448,2,2384
78,8,5568,2,2385
851,4,2760,3,2386
251,3,3160,0,2387
75,6,4192,1,2388
38,4,4271,1,2389
125,6,6854,2,2390
642,5,2676,4,2391
200,6,3819,1,2392
802,5,3293,4,2393
628,5,4236,4,2394
581,3,1265,3,2395
530,3,1703,3,2396
25,3,2205,0,2397
772,2,951,3,2398
368,7,3287,4,2399
71,5,3443,1,2400
221,2,2694,0,2401
507,3,3902,4,2402
469,2,1795,3,2403
93,6,4660,1,2404
135,4,1719,0,2405
78,7,5749,1,2406
564,3,4443,4,2407
128,5,2465,0,2408
19,3,3737,0,2409
167,6,4354,1,2410
436,4,1764,4,2411
880,2,1586,3,2412
496,6,6661,4,2413
9,5,4673,1,2414
659,4,3111,4,2415
195,2,852,0,2416
196,7,5058,1,2417
727,3,2862,3,2418
62,6,4441,1,2419
190,4,2147,0,2420
505,3,2356,4,2421
23,8,2883,1,2422
1096,1,22,3,2423
124,4,1869,0,2424
214,5,4440,1,2425
11,4,2381,0,2426
158,11,5240,2,2427
28,4,1448,0,2428
124,8,7198,2,2429
